"2003.mtsummit-papers.23","C94-2153","1"
"P17-1065","D17-1090","0.0208333"
"D17-1090","P17-1174","0.0208333"
"P17-1174","D17-1090","0.0208333"
"D17-1090","P18-1097","0.0208333"
"P18-1097","D17-1090","0.0208333"
"D17-1090","P19-1641","0.0208333"
"P19-1641","D17-1090","0.0208333"
"D17-1090","W08-0301","0.120833"
"W08-0301","D17-1090","0.120833"
"D17-1090","Y09-1006","0.0208333"
"Y09-1006","D17-1090","0.0208333"
"D18-1188","E17-1059","0.520833"
"E17-1059","D18-1188","0.520833"
"D18-1188","K18-1019","0.0208333"
"K18-1019","D18-1188","0.0208333"
"D18-1188","N18-1141","3.80814"
"N18-1141","D18-1188","3.80814"
"D18-1188","N18-1154","0.0208333"
"N18-1154","D18-1188","0.0208333"
"D18-1188","P06-1136","0.0208333"
"P06-1136","D18-1188","0.0208333"
"D18-1188","P07-1091","0.0208333"
"P07-1091","D18-1188","0.0208333"
"D18-1188","P08-1011","0.0208333"
"P08-1011","D18-1188","0.0208333"
"D18-1188","P10-2002","0.0208333"
"P10-2002","D18-1188","0.0208333"
"D18-1188","P11-1126","0.0208333"
"P11-1126","D18-1188","0.0208333"
"D18-1188","P12-1032","0.0208333"
"P12-1032","D18-1188","0.0208333"
"D18-1188","P12-2057","0.0208333"
"P12-2057","D18-1188","0.0208333"
"D18-1188","P13-1157","0.0208333"
"P13-1157","D18-1188","0.0208333"
"D18-1188","P13-2008","0.0208333"
"P13-2008","D18-1188","0.0208333"
"D18-1188","P13-2061","0.0208333"
"P13-2061","D18-1188","0.0208333"
"D18-1188","P14-1013","0.0208333"
"P14-1013","D18-1188","0.0208333"
"D18-1188","P14-1140","0.0208333"
"P14-1140","D18-1188","0.0208333"
"D18-1188","P16-1212","0.298611"
"P16-1212","D18-1188","0.298611"
"D18-1188","P17-1065","0.0208333"
"P17-1065","D18-1188","0.0208333"
"D18-1188","P17-1174","0.0208333"
"P17-1174","D18-1188","0.0208333"
"D18-1188","P18-1097","0.0208333"
"P18-1097","D18-1188","0.0208333"
"D18-1188","P19-1641","0.0208333"
"P19-1641","D18-1188","0.0208333"
"D18-1188","W08-0301","0.0208333"
"W08-0301","D18-1188","0.0208333"
"D18-1188","Y09-1006","0.0208333"
"Y09-1006","D18-1188","0.0208333"
"E17-1059","K18-1019","0.0208333"
"K18-1019","E17-1059","0.0208333"
"E17-1059","N18-1141","0.0208333"
"N18-1141","E17-1059","0.0208333"
"E17-1059","N18-1154","0.0208333"
"N18-1154","E17-1059","0.0208333"
"E17-1059","P06-1136","0.0208333"
"P06-1136","E17-1059","0.0208333"
"E17-1059","P07-1091","0.0208333"
"P07-1091","E17-1059","0.0208333"
"E17-1059","P08-1011","0.0208333"
"P08-1011","E17-1059","0.0208333"
"E17-1059","P10-2002","0.0208333"
"P10-2002","E17-1059","0.0208333"
"E17-1059","P11-1126","0.0208333"
"P11-1126","E17-1059","0.0208333"
"E17-1059","P12-1032","0.0208333"
"P12-1032","E17-1059","0.0208333"
"E17-1059","P12-2057","0.0208333"
"P12-2057","E17-1059","0.0208333"
"E17-1059","P13-1157","0.0208333"
"P13-1157","E17-1059","0.0208333"
"E17-1059","P13-2008","0.0208333"
"P13-2008","E17-1059","0.0208333"
"E17-1059","P13-2061","0.0208333"
"P13-2061","E17-1059","0.0208333"
"E17-1059","P14-1013","0.0208333"
"P14-1013","E17-1059","0.0208333"
"E17-1059","P14-1140","0.0208333"
"P14-1140","E17-1059","0.0208333"
"E17-1059","P16-1212","0.0208333"
"P16-1212","E17-1059","0.0208333"
"E17-1059","P17-1065","0.131944"
"P17-1065","E17-1059","0.131944"
"E17-1059","P17-1174","0.381944"
"P17-1174","E17-1059","0.381944"
"E17-1059","P18-1097","0.131944"
"P18-1097","E17-1059","0.131944"
"E17-1059","P19-1641","0.0208333"
"P19-1641","E17-1059","0.0208333"
"E17-1059","W08-0301","0.0208333"
"W08-0301","E17-1059","0.0208333"
"E17-1059","Y09-1006","0.0208333"
"Y09-1006","E17-1059","0.0208333"
"K18-1019","N18-1154","1.02083"
"N18-1154","K18-1019","1.02083"
"K18-1019","P06-1136","0.0208333"
"P06-1136","K18-1019","0.0208333"
"K18-1019","P11-1126","0.0208333"
"P11-1126","K18-1019","0.0208333"
"K18-1019","P12-1032","0.0208333"
"P12-1032","K18-1019","0.0208333"
"K18-1019","P13-1157","0.0208333"
"P13-1157","K18-1019","0.0208333"
"K18-1019","P14-1140","0.0208333"
"P14-1140","K18-1019","0.0208333"
"K18-1019","P17-1065","1.02083"
"P17-1065","K18-1019","1.02083"
"K18-1019","P18-1097","0.1875"
"P18-1097","K18-1019","0.1875"
"K18-1019","P19-1641","0.0208333"
"P19-1641","K18-1019","0.0208333"
"N18-1141","N18-1154","0.0208333"
"N18-1154","N18-1141","0.0208333"
"N18-1141","P06-1136","0.0208333"
"P06-1136","N18-1141","0.0208333"
"N18-1141","P11-1126","0.0208333"
"P11-1126","N18-1141","0.0208333"
"N18-1141","P12-1032","0.0208333"
"P12-1032","N18-1141","0.0208333"
"N18-1141","P13-1157","0.0208333"
"P13-1157","N18-1141","0.0208333"
"N18-1141","P14-1013","0.0208333"
"P14-1013","N18-1141","0.0208333"
"N18-1141","P14-1140","0.0208333"
"P14-1140","N18-1141","0.0208333"
"N18-1141","P17-1065","0.0208333"
"P17-1065","N18-1141","0.0208333"
"N18-1141","P18-1097","0.0208333"
"P18-1097","N18-1141","0.0208333"
"N18-1141","P19-1641","0.0208333"
"P19-1641","N18-1141","0.0208333"
"N18-1154","P06-1136","0.0208333"
"P06-1136","N18-1154","0.0208333"
"N18-1154","P07-1091","0.0208333"
"P07-1091","N18-1154","0.0208333"
"N18-1154","P08-1011","0.0208333"
"P08-1011","N18-1154","0.0208333"
"N18-1154","P10-2002","0.0208333"
"P10-2002","N18-1154","0.0208333"
"N18-1154","P11-1126","0.0208333"
"P11-1126","N18-1154","0.0208333"
"N18-1154","P12-1032","0.0208333"
"P12-1032","N18-1154","0.0208333"
"N18-1154","P12-2057","0.0208333"
"P12-2057","N18-1154","0.0208333"
"N18-1154","P13-1157","0.0208333"
"P13-1157","N18-1154","0.0208333"
"N18-1154","P13-2008","0.0208333"
"P13-2008","N18-1154","0.0208333"
"N18-1154","P13-2061","0.0208333"
"P13-2061","N18-1154","0.0208333"
"N18-1154","P14-1013","0.0208333"
"P14-1013","N18-1154","0.0208333"
"N18-1154","P14-1140","0.0208333"
"P14-1140","N18-1154","0.0208333"
"N18-1154","P16-1212","0.145833"
"P16-1212","N18-1154","0.145833"
"N18-1154","P17-1065","0.0208333"
"P17-1065","N18-1154","0.0208333"
"N18-1154","P17-1174","0.145833"
"P17-1174","N18-1154","0.145833"
"N18-1154","P18-1097","0.1875"
"P18-1097","N18-1154","0.1875"
"N18-1154","P19-1641","0.0208333"
"P19-1641","N18-1154","0.0208333"
"N18-1154","W08-0301","0.0208333"
"W08-0301","N18-1154","0.0208333"
"N18-1154","Y09-1006","0.0208333"
"Y09-1006","N18-1154","0.0208333"
"P06-1136","P07-1091","0.0208333"
"P07-1091","P06-1136","0.0208333"
"P06-1136","P08-1011","0.0208333"
"P08-1011","P06-1136","0.0208333"
"P06-1136","P10-2002","0.0208333"
"P10-2002","P06-1136","0.0208333"
"P06-1136","P11-1126","0.0208333"
"P11-1126","P06-1136","0.0208333"
"P06-1136","P12-1032","0.0208333"
"P12-1032","P06-1136","0.0208333"
"P06-1136","P12-2057","0.0208333"
"P12-2057","P06-1136","0.0208333"
"P06-1136","P13-1157","0.0208333"
"P13-1157","P06-1136","0.0208333"
"P06-1136","P13-2008","0.0208333"
"P13-2008","P06-1136","0.0208333"
"P06-1136","P13-2061","0.0208333"
"P13-2061","P06-1136","0.0208333"
"P06-1136","P14-1013","0.0208333"
"P14-1013","P06-1136","0.0208333"
"P06-1136","P14-1140","0.0208333"
"P14-1140","P06-1136","0.0208333"
"P06-1136","P16-1212","0.0208333"
"P16-1212","P06-1136","0.0208333"
"P06-1136","P17-1065","0.0208333"
"P17-1065","P06-1136","0.0208333"
"P06-1136","P17-1174","0.0208333"
"P17-1174","P06-1136","0.0208333"
"P06-1136","P18-1097","0.0208333"
"P18-1097","P06-1136","0.0208333"
"P06-1136","P19-1641","0.0208333"
"P19-1641","P06-1136","0.0208333"
"P06-1136","W08-0301","0.0208333"
"W08-0301","P06-1136","0.0208333"
"P06-1136","Y09-1006","0.0208333"
"Y09-1006","P06-1136","0.0208333"
"P07-1091","P13-1157","0.0208333"
"P13-1157","P07-1091","0.0208333"
"P07-1091","P14-1140","0.0208333"
"P14-1140","P07-1091","0.0208333"
"P07-1091","P17-1065","0.0208333"
"P17-1065","P07-1091","0.0208333"
"P07-1091","P18-1097","0.0208333"
"P18-1097","P07-1091","0.0208333"
"P07-1091","P19-1641","0.0208333"
"P19-1641","P07-1091","0.0208333"
"P08-1011","P12-1032","0.0208333"
"P12-1032","P08-1011","0.0208333"
"P08-1011","P13-1157","0.0977564"
"P13-1157","P08-1011","0.0977564"
"P08-1011","P14-1013","0.0208333"
"P14-1013","P08-1011","0.0208333"
"P08-1011","P17-1065","0.0977564"
"P17-1065","P08-1011","0.0977564"
"P08-1011","P18-1097","0.0208333"
"P18-1097","P08-1011","0.0208333"
"P08-1011","P19-1641","0.0208333"
"P19-1641","P08-1011","0.0208333"
"P10-2002","P13-1157","0.0977564"
"P13-1157","P10-2002","0.0977564"
"P10-2002","P18-1097","0.0208333"
"P18-1097","P10-2002","0.0208333"
"P10-2002","P19-1641","0.0208333"
"P19-1641","P10-2002","0.0208333"
"P11-1126","P13-1157","0.0977564"
"P13-1157","P11-1126","0.0977564"
"P11-1126","P17-1174","0.0208333"
"P17-1174","P11-1126","0.0208333"
"P11-1126","P18-1097","0.0208333"
"P18-1097","P11-1126","0.0208333"
"P11-1126","P19-1641","0.0208333"
"P19-1641","P11-1126","0.0208333"
"P11-1126","W08-0301","0.0208333"
"W08-0301","P11-1126","0.0208333"
"P12-1032","P13-1157","0.0208333"
"P13-1157","P12-1032","0.0208333"
"P12-1032","P17-1174","0.0208333"
"P17-1174","P12-1032","0.0208333"
"P12-1032","P18-1097","0.0208333"
"P18-1097","P12-1032","0.0208333"
"P12-1032","P19-1641","0.0208333"
"P19-1641","P12-1032","0.0208333"
"P12-1032","W08-0301","0.0208333"
"W08-0301","P12-1032","0.0208333"
"P12-2057","P13-1157","0.0977564"
"P13-1157","P12-2057","0.0977564"
"P12-2057","P14-1140","0.0208333"
"P14-1140","P12-2057","0.0208333"
"P12-2057","P17-1065","0.0977564"
"P17-1065","P12-2057","0.0977564"
"P12-2057","P18-1097","0.0208333"
"P18-1097","P12-2057","0.0208333"
"P12-2057","P19-1641","0.0208333"
"P19-1641","P12-2057","0.0208333"
"P13-1157","P13-2008","0.0977564"
"P13-2008","P13-1157","0.0977564"
"P13-1157","P13-2061","0.520833"
"P13-2061","P13-1157","0.520833"
"P13-1157","P14-1013","0.0208333"
"P14-1013","P13-1157","0.0208333"
"P13-1157","P14-1140","0.0208333"
"P14-1140","P13-1157","0.0208333"
"P13-1157","P16-1212","0.0208333"
"P16-1212","P13-1157","0.0208333"
"P13-1157","P17-1065","0.0977564"
"P17-1065","P13-1157","0.0977564"
"P13-1157","P17-1174","0.0208333"
"P17-1174","P13-1157","0.0208333"
"P13-1157","P18-1097","0.0208333"
"P18-1097","P13-1157","0.0208333"
"P13-1157","P19-1641","0.0208333"
"P19-1641","P13-1157","0.0208333"
"P13-1157","W08-0301","0.0208333"
"W08-0301","P13-1157","0.0208333"
"P13-1157","Y09-1006","0.0208333"
"Y09-1006","P13-1157","0.0208333"
"P13-2008","P14-1140","0.0208333"
"P14-1140","P13-2008","0.0208333"
"P13-2008","P17-1065","0.0977564"
"P17-1065","P13-2008","0.0977564"
"P13-2008","P18-1097","0.0208333"
"P18-1097","P13-2008","0.0208333"
"P13-2008","P19-1641","0.0208333"
"P19-1641","P13-2008","0.0208333"
"P13-2061","P18-1097","0.0208333"
"P18-1097","P13-2061","0.0208333"
"P13-2061","P19-1641","0.0208333"
"P19-1641","P13-2061","0.0208333"
"P14-1013","P17-1174","0.0208333"
"P17-1174","P14-1013","0.0208333"
"P14-1013","P18-1097","0.0208333"
"P18-1097","P14-1013","0.0208333"
"P14-1013","P19-1641","0.0208333"
"P19-1641","P14-1013","0.0208333"
"P14-1140","P16-1212","0.520833"
"P16-1212","P14-1140","0.520833"
"P14-1140","P17-1174","0.0208333"
"P17-1174","P14-1140","0.0208333"
"P14-1140","P18-1097","0.0208333"
"P18-1097","P14-1140","0.0208333"
"P14-1140","P19-1641","0.0208333"
"P19-1641","P14-1140","0.0208333"
"P14-1140","W08-0301","0.0208333"
"W08-0301","P14-1140","0.0208333"
"P16-1212","P17-1065","0.0208333"
"P17-1065","P16-1212","0.0208333"
"P16-1212","P18-1097","0.0208333"
"P18-1097","P16-1212","0.0208333"
"P16-1212","P19-1641","0.0208333"
"P19-1641","P16-1212","0.0208333"
"P17-1065","P17-1174","4.13194"
"P17-1174","P17-1065","4.13194"
"P17-1065","P18-1097","0.131944"
"P18-1097","P17-1065","0.131944"
"P17-1065","P19-1641","0.0208333"
"P19-1641","P17-1065","0.0208333"
"P17-1065","W08-0301","0.0208333"
"W08-0301","P17-1065","0.0208333"
"P17-1065","Y09-1006","0.0208333"
"Y09-1006","P17-1065","0.0208333"
"P17-1174","P18-1097","0.131944"
"P18-1097","P17-1174","0.131944"
"P17-1174","P19-1641","0.0208333"
"P19-1641","P17-1174","0.0208333"
"P18-1097","P19-1641","0.0208333"
"P19-1641","P18-1097","0.0208333"
"P18-1097","W08-0301","0.0208333"
"W08-0301","P18-1097","0.0208333"
"P18-1097","Y09-1006","0.0208333"
"Y09-1006","P18-1097","0.0208333"
"P19-1641","W08-0301","0.16369"
"W08-0301","P19-1641","0.16369"
"P19-1641","Y09-1006","0.0208333"
"Y09-1006","P19-1641","0.0208333"
"2011.mtsummit-papers.14","C02-1010","0.047619"
"C02-1010","2011.mtsummit-papers.14","0.047619"
"2011.mtsummit-papers.14","D08-1053","0.047619"
"D08-1053","2011.mtsummit-papers.14","0.047619"
"2011.mtsummit-papers.14","O01-2001","0.047619"
"O01-2001","2011.mtsummit-papers.14","0.047619"
"2011.mtsummit-papers.14","O01-2004","0.047619"
"O01-2004","2011.mtsummit-papers.14","0.047619"
"2011.mtsummit-papers.14","P06-1062","0.047619"
"P06-1062","2011.mtsummit-papers.14","0.047619"
"2011.mtsummit-papers.6","C02-1010","0.047619"
"C02-1010","2011.mtsummit-papers.6","0.047619"
"2011.mtsummit-papers.6","D08-1053","0.0930736"
"D08-1053","2011.mtsummit-papers.6","0.0930736"
"2011.mtsummit-papers.6","O01-2001","0.0930736"
"O01-2001","2011.mtsummit-papers.6","0.0930736"
"2011.mtsummit-papers.6","O01-2004","0.0930736"
"O01-2004","2011.mtsummit-papers.6","0.0930736"
"2011.mtsummit-papers.6","P06-1062","0.0930736"
"P06-1062","2011.mtsummit-papers.6","0.0930736"
"C02-1010","C10-1035","0.047619"
"C10-1035","C02-1010","0.047619"
"C02-1010","C10-1036","0.047619"
"C10-1036","C02-1010","0.047619"
"C02-1010","C10-2025","0.047619"
"C10-2025","C02-1010","0.047619"
"C02-1010","C10-2084","0.047619"
"C10-2084","C02-1010","0.047619"
"C02-1010","C14-1210","0.047619"
"C14-1210","C02-1010","0.047619"
"C02-1010","D08-1053","0.047619"
"D08-1053","C02-1010","0.047619"
"C02-1010","D12-1041","0.047619"
"D12-1041","C02-1010","0.047619"
"C02-1010","D15-1106","0.047619"
"D15-1106","C02-1010","0.047619"
"C02-1010","O01-2001","1.38095"
"O01-2001","C02-1010","1.38095"
"C02-1010","O01-2004","1.38095"
"O01-2004","C02-1010","1.38095"
"C02-1010","P06-1062","0.047619"
"P06-1062","C02-1010","0.047619"
"C02-1010","P10-1033","0.047619"
"P10-1033","C02-1010","0.047619"
"C02-1010","P10-2002","0.047619"
"P10-2002","C02-1010","0.047619"
"C02-1010","P11-1126","0.047619"
"P11-1126","C02-1010","0.047619"
"C02-1010","P12-1032","0.047619"
"P12-1032","C02-1010","0.047619"
"C02-1010","P13-1017","0.047619"
"P13-1017","C02-1010","0.047619"
"C02-1010","P13-2061","0.047619"
"P13-2061","C02-1010","0.047619"
"C02-1010","P14-1011","0.047619"
"P14-1011","C02-1010","0.047619"
"C02-1010","P14-1140","0.047619"
"P14-1140","C02-1010","0.047619"
"C10-1035","D08-1053","0.047619"
"D08-1053","C10-1035","0.047619"
"C10-1035","O01-2001","0.047619"
"O01-2001","C10-1035","0.047619"
"C10-1035","O01-2004","0.047619"
"O01-2004","C10-1035","0.047619"
"C10-1035","P06-1062","0.047619"
"P06-1062","C10-1035","0.047619"
"C10-1035","P10-2002","0.466917"
"P10-2002","C10-1035","0.466917"
"C10-1035","P14-1011","0.100251"
"P14-1011","C10-1035","0.100251"
"C10-1036","D08-1053","0.047619"
"D08-1053","C10-1036","0.047619"
"C10-1036","O01-2001","0.047619"
"O01-2001","C10-1036","0.047619"
"C10-1036","O01-2004","0.047619"
"O01-2004","C10-1036","0.047619"
"C10-1036","P06-1062","0.047619"
"P06-1062","C10-1036","0.047619"
"C10-2025","D08-1053","0.047619"
"D08-1053","C10-2025","0.047619"
"C10-2025","O01-2001","0.047619"
"O01-2001","C10-2025","0.047619"
"C10-2025","O01-2004","0.047619"
"O01-2004","C10-2025","0.047619"
"C10-2025","P06-1062","0.047619"
"P06-1062","C10-2025","0.047619"
"C10-2084","D08-1053","0.0930736"
"D08-1053","C10-2084","0.0930736"
"C10-2084","O01-2001","0.0930736"
"O01-2001","C10-2084","0.0930736"
"C10-2084","O01-2004","0.0930736"
"O01-2004","C10-2084","0.0930736"
"C10-2084","P06-1062","0.0930736"
"P06-1062","C10-2084","0.0930736"
"C10-2084","P10-2002","0.100251"
"P10-2002","C10-2084","0.100251"
"C10-2084","P14-1011","0.100251"
"P14-1011","C10-2084","0.100251"
"C14-1210","D08-1053","0.047619"
"D08-1053","C14-1210","0.047619"
"C14-1210","O01-2001","0.047619"
"O01-2001","C14-1210","0.047619"
"C14-1210","O01-2004","0.047619"
"O01-2004","C14-1210","0.047619"
"C14-1210","P06-1062","0.047619"
"P06-1062","C14-1210","0.047619"
"C14-1210","P14-1011","0.100251"
"P14-1011","C14-1210","0.100251"
"D08-1053","D12-1041","0.0930736"
"D12-1041","D08-1053","0.0930736"
"D08-1053","D15-1106","0.047619"
"D15-1106","D08-1053","0.047619"
"D08-1053","O01-2001","0.343074"
"O01-2001","D08-1053","0.343074"
"D08-1053","O01-2004","0.343074"
"O01-2004","D08-1053","0.343074"
"D08-1053","P06-1062","3.84307"
"P06-1062","D08-1053","3.84307"
"D08-1053","P10-1033","0.0930736"
"P10-1033","D08-1053","0.0930736"
"D08-1053","P10-2002","0.297619"
"P10-2002","D08-1053","0.297619"
"D08-1053","P11-1126","0.047619"
"P11-1126","D08-1053","0.047619"
"D08-1053","P12-1032","0.047619"
"P12-1032","D08-1053","0.047619"
"D08-1053","P13-1017","0.0930736"
"P13-1017","D08-1053","0.0930736"
"D08-1053","P13-2061","0.297619"
"P13-2061","D08-1053","0.297619"
"D08-1053","P14-1011","0.047619"
"P14-1011","D08-1053","0.047619"
"D08-1053","P14-1140","0.047619"
"P14-1140","D08-1053","0.047619"
"D12-1041","O01-2001","0.0930736"
"O01-2001","D12-1041","0.0930736"
"D12-1041","O01-2004","0.0930736"
"O01-2004","D12-1041","0.0930736"
"D12-1041","P06-1062","0.0930736"
"P06-1062","D12-1041","0.0930736"
"D12-1041","P13-1017","0.593074"
"P13-1017","D12-1041","0.593074"
"D12-1041","P14-1011","0.100251"
"P14-1011","D12-1041","0.100251"
"D15-1106","O01-2001","0.047619"
"O01-2001","D15-1106","0.047619"
"D15-1106","O01-2004","0.047619"
"O01-2004","D15-1106","0.047619"
"D15-1106","P06-1062","0.047619"
"P06-1062","D15-1106","0.047619"
"D15-1106","P13-1017","0.047619"
"P13-1017","D15-1106","0.047619"
"D15-1106","P14-1011","0.725251"
"P14-1011","D15-1106","0.725251"
"O01-2001","O01-2004","11.6764"
"O01-2004","O01-2001","11.6764"
"O01-2001","P06-1062","0.676407"
"P06-1062","O01-2001","0.676407"
"O01-2001","P10-1033","0.0930736"
"P10-1033","O01-2001","0.0930736"
"O01-2001","P10-2002","0.047619"
"P10-2002","O01-2001","0.047619"
"O01-2001","P11-1126","0.047619"
"P11-1126","O01-2001","0.047619"
"O01-2001","P12-1032","0.047619"
"P12-1032","O01-2001","0.047619"
"O01-2001","P13-1017","0.0930736"
"P13-1017","O01-2001","0.0930736"
"O01-2001","P13-2061","0.047619"
"P13-2061","O01-2001","0.047619"
"O01-2001","P14-1011","0.047619"
"P14-1011","O01-2001","0.047619"
"O01-2001","P14-1140","0.047619"
"P14-1140","O01-2001","0.047619"
"O01-2004","P06-1062","0.676407"
"P06-1062","O01-2004","0.676407"
"O01-2004","P10-1033","0.0930736"
"P10-1033","O01-2004","0.0930736"
"O01-2004","P10-2002","0.047619"
"P10-2002","O01-2004","0.047619"
"O01-2004","P11-1126","0.047619"
"P11-1126","O01-2004","0.047619"
"O01-2004","P12-1032","0.047619"
"P12-1032","O01-2004","0.047619"
"O01-2004","P13-1017","0.0930736"
"P13-1017","O01-2004","0.0930736"
"O01-2004","P13-2061","0.047619"
"P13-2061","O01-2004","0.047619"
"O01-2004","P14-1011","0.047619"
"P14-1011","O01-2004","0.047619"
"O01-2004","P14-1140","0.047619"
"P14-1140","O01-2004","0.047619"
"P06-1062","P10-1033","0.0930736"
"P10-1033","P06-1062","0.0930736"
"P06-1062","P10-2002","0.297619"
"P10-2002","P06-1062","0.297619"
"P06-1062","P11-1126","0.047619"
"P11-1126","P06-1062","0.047619"
"P06-1062","P12-1032","0.047619"
"P12-1032","P06-1062","0.047619"
"P06-1062","P13-1017","0.0930736"
"P13-1017","P06-1062","0.0930736"
"P06-1062","P13-2061","0.297619"
"P13-2061","P06-1062","0.297619"
"P06-1062","P14-1011","0.047619"
"P14-1011","P06-1062","0.047619"
"P06-1062","P14-1140","0.047619"
"P14-1140","P06-1062","0.047619"
"P11-1126","P13-1017","0.047619"
"P13-1017","P11-1126","0.047619"
"P12-1032","P13-1017","0.047619"
"P13-1017","P12-1032","0.047619"
"P13-1017","P14-1011","0.047619"
"P14-1011","P13-1017","0.047619"
"P13-1017","P14-1140","0.047619"
"P14-1140","P13-1017","0.047619"
"C14-1108","P14-1011","0.0526316"
"P14-1011","C14-1108","0.0526316"
"D07-1056","P14-1011","0.0526316"
"P14-1011","D07-1056","0.0526316"
"2011.mtsummit-papers.19","P15-1048","0.833333"
"P15-1048","2011.mtsummit-papers.19","0.833333"
"J15-2004","P15-1048","0.666667"
"P15-1048","J15-2004","0.666667"
"2011.mtsummit-papers.19","2020.acl-main.320","0.0714286"
"2020.acl-main.320","2011.mtsummit-papers.19","0.0714286"
"2011.mtsummit-papers.19","D16-1081","0.0714286"
"D16-1081","2011.mtsummit-papers.19","0.0714286"
"2011.mtsummit-papers.19","D19-1071","0.116883"
"D19-1071","2011.mtsummit-papers.19","0.116883"
"2011.mtsummit-papers.19","P16-1049","0.116883"
"P16-1049","2011.mtsummit-papers.19","0.116883"
"2011.mtsummit-papers.19","P17-1174","0.0714286"
"P17-1174","2011.mtsummit-papers.19","0.0714286"
"2011.mtsummit-papers.19","W04-3248","0.116883"
"W04-3248","2011.mtsummit-papers.19","0.116883"
"2011.mtsummit-papers.6","2020.acl-main.320","0.0714286"
"2020.acl-main.320","2011.mtsummit-papers.6","0.0714286"
"2011.mtsummit-papers.6","D16-1081","0.0714286"
"D16-1081","2011.mtsummit-papers.6","0.0714286"
"2011.mtsummit-papers.6","D19-1071","0.116883"
"D19-1071","2011.mtsummit-papers.6","0.116883"
"2020.acl-main.320","C08-1141","0.0714286"
"C08-1141","2020.acl-main.320","0.0714286"
"2020.acl-main.320","C16-1290","0.0714286"
"C16-1290","2020.acl-main.320","0.0714286"
"2020.acl-main.320","D07-1056","0.0714286"
"D07-1056","2020.acl-main.320","0.0714286"
"2020.acl-main.320","D09-1114","0.0714286"
"D09-1114","2020.acl-main.320","0.0714286"
"2020.acl-main.320","D12-1078","0.0714286"
"D12-1078","2020.acl-main.320","0.0714286"
"2020.acl-main.320","D13-1107","0.0714286"
"D13-1107","2020.acl-main.320","0.0714286"
"2020.acl-main.320","D16-1081","0.0714286"
"D16-1081","2020.acl-main.320","0.0714286"
"2020.acl-main.320","D19-1071","1.6131"
"D19-1071","2020.acl-main.320","1.6131"
"2020.acl-main.320","P13-2061","0.0714286"
"P13-2061","2020.acl-main.320","0.0714286"
"2020.acl-main.320","P16-1049","0.0714286"
"P16-1049","2020.acl-main.320","0.0714286"
"2020.acl-main.320","P17-1174","0.0714286"
"P17-1174","2020.acl-main.320","0.0714286"
"2020.acl-main.320","W04-3248","0.0714286"
"W04-3248","2020.acl-main.320","0.0714286"
"C08-1141","D07-1056","0.671429"
"D07-1056","C08-1141","0.671429"
"C08-1141","D16-1081","0.0714286"
"D16-1081","C08-1141","0.0714286"
"C08-1141","D19-1071","0.0714286"
"D19-1071","C08-1141","0.0714286"
"C08-1141","P16-1049","0.0714286"
"P16-1049","C08-1141","0.0714286"
"C08-1141","W04-3248","0.0714286"
"W04-3248","C08-1141","0.0714286"
"C16-1290","D07-1056","0.321429"
"D07-1056","C16-1290","0.321429"
"C16-1290","D09-1114","0.0714286"
"D09-1114","C16-1290","0.0714286"
"C16-1290","D16-1081","0.0714286"
"D16-1081","C16-1290","0.0714286"
"C16-1290","D19-1071","0.116883"
"D19-1071","C16-1290","0.116883"
"C16-1290","P16-1049","0.116883"
"P16-1049","C16-1290","0.116883"
"C16-1290","W04-3248","0.116883"
"W04-3248","C16-1290","0.116883"
"D07-1056","D16-1081","0.0714286"
"D16-1081","D07-1056","0.0714286"
"D07-1056","D19-1071","0.0714286"
"D19-1071","D07-1056","0.0714286"
"D09-1114","D16-1081","0.0714286"
"D16-1081","D09-1114","0.0714286"
"D09-1114","D19-1071","0.0714286"
"D19-1071","D09-1114","0.0714286"
"D09-1114","P16-1049","0.0714286"
"P16-1049","D09-1114","0.0714286"
"D09-1114","P17-1174","0.0714286"
"P17-1174","D09-1114","0.0714286"
"D09-1114","W04-3248","0.214286"
"W04-3248","D09-1114","0.214286"
"D12-1078","D16-1081","0.0714286"
"D16-1081","D12-1078","0.0714286"
"D12-1078","D19-1071","0.0714286"
"D19-1071","D12-1078","0.0714286"
"D12-1078","P16-1049","0.0714286"
"P16-1049","D12-1078","0.0714286"
"D12-1078","W04-3248","0.0714286"
"W04-3248","D12-1078","0.0714286"
"D13-1107","D16-1081","0.0714286"
"D16-1081","D13-1107","0.0714286"
"D13-1107","D19-1071","0.0714286"
"D19-1071","D13-1107","0.0714286"
"D13-1107","P16-1049","0.0714286"
"P16-1049","D13-1107","0.0714286"
"D13-1107","W04-3248","0.0714286"
"W04-3248","D13-1107","0.0714286"
"D16-1081","D19-1071","0.0714286"
"D19-1071","D16-1081","0.0714286"
"D16-1081","P13-2061","0.0714286"
"P13-2061","D16-1081","0.0714286"
"D16-1081","P16-1049","0.0714286"
"P16-1049","D16-1081","0.0714286"
"D16-1081","P17-1174","0.0714286"
"P17-1174","D16-1081","0.0714286"
"D16-1081","W04-3248","0.0714286"
"W04-3248","D16-1081","0.0714286"
"D19-1071","P13-2061","0.0714286"
"P13-2061","D19-1071","0.0714286"
"D19-1071","P16-1049","0.116883"
"P16-1049","D19-1071","0.116883"
"D19-1071","P17-1174","0.0714286"
"P17-1174","D19-1071","0.0714286"
"D19-1071","W04-3248","0.116883"
"W04-3248","D19-1071","0.116883"
"2011.mtsummit-papers.19","D10-1104","0.333333"
